prob,path
0.23240203754548622,/content/yolo_dataset_v2/test/warehouse/pos_35.png
0.46550552099937115,/content/yolo_dataset_v2/test/warehouse/pos_138.png
0.19562914647393173,/content/yolo_dataset_v2/test/warehouse/pos_161.png
0.5413553562241826,/content/yolo_dataset_v2/test/warehouse/pos_216.png
0.19087608457628225,/content/yolo_dataset_v2/test/warehouse/pos_250.png
0.4918102047861021,/content/yolo_dataset_v2/test/warehouse/pos_284.png
0.4218625446732404,/content/yolo_dataset_v2/test/warehouse/pos_326.png
0.2253759006462142,/content/yolo_dataset_v2/test/warehouse/pos_356.png
0.042402991289044435,/content/yolo_dataset_v2/test/warehouse/pos_363.png
0.37118086191976424,/content/yolo_dataset_v2/test/warehouse/pos_488.png
0.5382555231753667,/content/yolo_dataset_v2/test/warehouse/pos_541.png
0.503540135441584,/content/yolo_dataset_v2/test/warehouse/pos_675.png
0.1456750356986313,/content/yolo_dataset_v2/test/warehouse/pos_681.png
0.0004583603334314972,/content/yolo_dataset_v2/test/warehouse/pos_717.png
0.043685289617755835,/content/yolo_dataset_v2/test/warehouse/pos_753.png
0.24168901910333365,/content/yolo_dataset_v2/test/warehouse/pos_768.png
0.4963095250384494,/content/yolo_dataset_v2/test/warehouse/pos_901.png
0.11891274282509962,/content/yolo_dataset_v2/test/warehouse/pos_943.png
0.33821515142501474,/content/yolo_dataset_v2/test/warehouse/pos_1086.png
0.21622766993101436,/content/yolo_dataset_v2/test/warehouse/pos_1252.png
0.22156576344149154,/content/yolo_dataset_v2/test/warehouse/pos_1291.png
0.27794410573996053,/content/yolo_dataset_v2/test/warehouse/pos_1473.png
0.28425147437668297,/content/yolo_dataset_v2/test/warehouse/pos_1686.png
0.5038844909414604,/content/yolo_dataset_v2/test/warehouse/pos_1700.png
0.39070065230047196,/content/yolo_dataset_v2/test/warehouse/pos_1707.png
0.21650901628436797,/content/yolo_dataset_v2/test/warehouse/pos_2050.png
0.30840195002644566,/content/yolo_dataset_v2/test/warehouse/pos_2051.png
0.06083544465856792,/content/yolo_dataset_v2/test/warehouse/pos_2061.png
0.32298491578648686,/content/yolo_dataset_v2/test/warehouse/pos_2062.png
0.40639551297476806,/content/yolo_dataset_v2/test/warehouse/pos_2081.png
0.17425835930234765,/content/yolo_dataset_v2/test/warehouse/pos_2336.png
0.4202666253392931,/content/yolo_dataset_v2/test/warehouse/pos_2467.png
0.33903048758246296,/content/yolo_dataset_v2/test/warehouse/pos_2814.png
0.2566239178248479,/content/yolo_dataset_v2/test/warehouse/pos_2904.png
0.15469104587266574,/content/yolo_dataset_v2/test/warehouse/pos_2933.png
0.3507267318169393,/content/yolo_dataset_v2/test/warehouse/pos_3002.png
0.4814935563478112,/content/yolo_dataset_v2/test/warehouse/pos_3338.png
0.3201020507681021,/content/yolo_dataset_v2/test/warehouse/pos_3345.png
0.2389243445801607,/content/yolo_dataset_v2/test/warehouse/pos_3445.png
0.47117404696662907,/content/yolo_dataset_v2/test/warehouse/pos_3572.png
0.012497426360215315,/content/yolo_dataset_v2/test/warehouse/pos_3667.png
0.0013998588810663238,/content/yolo_dataset_v2/test/warehouse/pos_3686.png
0.13186800899877876,/content/yolo_dataset_v2/test/warehouse/pos_3743.png
0.5194661827999848,/content/yolo_dataset_v2/test/warehouse/pos_3892.png
0.3421726471549497,/content/yolo_dataset_v2/test/warehouse/pos_3952.png
0.25952178130487713,/content/yolo_dataset_v2/test/warehouse/pos_3989.png
0.2792025050873169,/content/yolo_dataset_v2/test/warehouse/pos_4008.png
0.1629055283543084,/content/yolo_dataset_v2/test/warehouse/pos_4024.png
0.5302756221577652,/content/yolo_dataset_v2/test/warehouse/pos_4140.png
0.41883401989539576,/content/yolo_dataset_v2/test/warehouse/pos_4165.png
