lat,lon,neg_category,seed_density_type,search_dist_used,exclusion_buffer_used,base_category,strategy_name,sample_id,image_name
40.5252823,-74.7970383,fuel,isolated,4000,900,fuel,density_v1,0000000,neg_0000000.png
40.5056176,-74.85170085,fuel,isolated,4000,900,fuel,density_v1,0000001,neg_0000001.png
47.654723849999996,-122.14290067439931,fuel,isolated,4000,900,fuel,density_v1,0000002,neg_0000002.png
40.9351243,-73.9953256,fuel,isolated,4000,900,fuel,density_v1,0000003,neg_0000003.png
40.488710850000004,-74.86197301975702,fuel,isolated,4000,900,fuel,density_v1,0000004,neg_0000004.png
47.679067,-122.17230875,fuel,isolated,4000,900,fuel,density_v1,0000005,neg_0000005.png
40.9295549,-73.99591141816126,fuel,isolated,4000,900,fuel,density_v1,0000006,neg_0000006.png
47.7037087,-122.1770029749068,fuel,isolated,4000,900,fuel,density_v1,0000007,neg_0000007.png
40.488959949999995,-74.86204525257595,fuel,isolated,4000,900,fuel,density_v1,0000008,neg_0000008.png
42.125899649999994,-71.51706495553735,fuel,isolated,4000,900,fuel,density_v1,0000009,neg_0000009.png
40.9471574,-73.9249608081364,fuel,isolated,4000,900,fuel,density_v1,0000010,neg_0000010.png
47.70277795,-122.09265890434986,fuel,isolated,4000,900,fuel,density_v1,0000011,neg_0000011.png
40.522850000000005,-74.85286262136873,fuel,isolated,4000,900,fuel,density_v1,0000012,neg_0000012.png
40.52292045,-74.85272300254503,fuel,isolated,4000,900,fuel,density_v1,0000013,neg_0000013.png
47.71180345,-122.18622,fuel,isolated,4000,900,fuel,density_v1,0000014,neg_0000014.png
40.501506449999994,-74.85716435,fuel,isolated,4000,900,fuel,density_v1,0000015,neg_0000015.png
40.50222395,-74.85655331070393,fuel,isolated,4000,900,fuel,density_v1,0000016,neg_0000016.png
40.5056374,-74.85170025299286,fuel,isolated,4000,900,fuel,density_v1,0000017,neg_0000017.png
42.14291335,-71.5172319475233,fuel,isolated,4000,900,fuel,density_v1,0000018,neg_0000018.png
40.50870365,-74.85144583507605,fuel,isolated,4000,900,fuel,density_v1,0000019,neg_0000019.png
47.667102,-122.100657,fuel,isolated,4000,900,fuel,density_v1,0000020,neg_0000020.png
29.4537536,-98.63680685,fuel,isolated,4000,900,fuel,density_v1,0000021,neg_0000021.png
47.6795683,-122.18112739919192,fuel,isolated,4000,900,fuel,density_v1,0000022,neg_0000022.png
47.709431699999996,-122.1845995801391,fuel,isolated,4000,900,fuel,density_v1,0000023,neg_0000023.png
29.4174243,-98.62939931964101,fuel,isolated,4000,900,fuel,density_v1,0000024,neg_0000024.png
47.7085262,-122.17768455019268,fuel,isolated,4000,900,fuel,density_v1,0000025,neg_0000025.png
40.51193835,-74.85150367349462,fuel,isolated,4000,900,fuel,density_v1,0000026,neg_0000026.png
47.672529499999996,-122.09144439942477,fuel,isolated,4000,900,fuel,density_v1,0000027,neg_0000027.png
29.4201378,-98.58714420704874,fuel,isolated,4000,900,fuel,density_v1,0000028,neg_0000028.png
40.4997205,-74.85499465179878,fuel,isolated,4000,900,fuel,density_v1,0000029,neg_0000029.png
40.9013176,-73.999578,fuel,isolated,4000,900,fuel,density_v1,0000030,neg_0000030.png
40.90063785,-74.0055963084375,fuel,isolated,4000,900,fuel,density_v1,0000031,neg_0000031.png
29.4194522,-98.58885408826859,fuel,isolated,4000,900,fuel,density_v1,0000032,neg_0000032.png
29.44245505,-98.63732694549995,fuel,isolated,4000,900,fuel,density_v1,0000033,neg_0000033.png
47.7043385,-122.175475,fuel,isolated,4000,900,fuel,density_v1,0000034,neg_0000034.png
40.49719445,-74.85712079999999,fuel,isolated,4000,900,fuel,density_v1,0000035,neg_0000035.png
40.9143112,-74.00055242078005,fuel,isolated,4000,900,fuel,density_v1,0000036,neg_0000036.png
47.67520025,-122.12691639873037,fuel,isolated,4000,900,fuel,density_v1,0000037,neg_0000037.png
47.6836415,-122.18275720208048,fuel,isolated,4000,900,fuel,density_v1,0000038,neg_0000038.png
42.0924117,-71.4346402,fuel,isolated,4000,900,fuel,density_v1,0000039,neg_0000039.png
29.7949775,-95.24907635,fuel,small_cluster,2500,1100,fuel,density_v1,0000040,neg_0000040.png
35.48630115,-97.60138635,fuel,small_cluster,2500,1100,fuel,density_v1,0000041,neg_0000041.png
37.9905745,-122.3356486,fuel,small_cluster,2500,1100,fuel,density_v1,0000042,neg_0000042.png
35.46114835,-97.60149952503347,fuel,small_cluster,2500,1100,fuel,density_v1,0000043,neg_0000043.png
47.2214382,-122.23965379956732,fuel,small_cluster,2500,1100,fuel,density_v1,0000044,neg_0000044.png
47.2034351,-122.22901404999999,fuel,small_cluster,2500,1100,fuel,density_v1,0000045,neg_0000045.png
35.45916005,-97.60064627507711,fuel,small_cluster,2500,1100,fuel,density_v1,0000046,neg_0000046.png
29.6987894,-95.0714055,fuel,small_cluster,2500,1100,fuel,density_v1,0000047,neg_0000047.png
40.0399389,-76.36368458349898,fuel,small_cluster,2500,1100,fuel,density_v1,0000048,neg_0000048.png
35.4212518,-80.67666006120419,fuel,small_cluster,2500,1100,fuel,density_v1,0000049,neg_0000049.png
35.41108215,-80.66817993593911,fuel,small_cluster,2500,1100,fuel,density_v1,0000050,neg_0000050.png
35.46384845,-97.6006055109595,fuel,small_cluster,2500,1100,fuel,density_v1,0000051,neg_0000051.png
39.9959532,-76.7341265,fuel,small_cluster,2500,1100,fuel,density_v1,0000052,neg_0000052.png
40.0448969,-76.36378949688935,fuel,small_cluster,2500,1100,fuel,density_v1,0000053,neg_0000053.png
40.064122,-76.4119479,fuel,small_cluster,2500,1100,fuel,density_v1,0000054,neg_0000054.png
37.9866117,-122.317717,fuel,small_cluster,2500,1100,fuel,density_v1,0000055,neg_0000055.png
35.435047,-80.653401,fuel,small_cluster,2500,1100,fuel,density_v1,0000056,neg_0000056.png
35.41066325,-80.66441072890002,fuel,small_cluster,2500,1100,fuel,density_v1,0000057,neg_0000057.png
29.80503915,-95.2851231999817,fuel,small_cluster,2500,1100,fuel,density_v1,0000058,neg_0000058.png
35.40934335,-80.66346691559204,fuel,small_cluster,2500,1100,fuel,density_v1,0000059,neg_0000059.png
37.9993421,-122.322651,fuel,small_cluster,2500,1100,fuel,density_v1,0000060,neg_0000060.png
